20220301 000000;1.119620;1.119720;1.119620;1.119680;0
20220301 000100;1.119670;1.119720;1.119570;1.119720;0
20220301 000200;1.119770;1.119920;1.119720;1.119840;0
20220301 000300;1.119880;1.120070;1.119880;1.120070;0
20220301 000400;1.120070;1.120180;1.120060;1.120180;0
20220301 000500;1.120180;1.120220;1.120170;1.120210;0
20220301 000600;1.120200;1.120300;1.120190;1.120300;0
20220301 000700;1.120280;1.120280;1.120200;1.120200;0
20220301 000800;1.120170;1.120170;1.120040;1.120050;0
20220301 000900;1.120040;1.120040;1.119980;1.120000;0
20220301 001000;1.119990;1.120010;1.119850;1.119850;0
20220301 001100;1.119810;1.119910;1.119800;1.119880;0
20220301 001200;1.119880;1.119930;1.119870;1.119920;0
20220301 001300;1.119910;1.119950;1.119810;1.119830;0
20220301 001400;1.119820;1.119840;1.119780;1.119840;0
20220301 001500;1.119830;1.119850;1.119780;1.119800;0
20220301 001600;1.119780;1.119900;1.119730;1.119840;0
20220301 001700;1.119850;1.119850;1.119820;1.119850;0
20220301 001800;1.119840;1.119860;1.119830;1.119850;0
20220301 001900;1.119840;1.119970;1.119820;1.119970;0
20220301 002000;1.119950;1.120000;1.119950;1.119950;0
20220301 002100;1.119940;1.120050;1.119920;1.120040;0
20220301 002200;1.120030;1.120050;1.120020;1.120030;0
20220301 002300;1.120020;1.120020;1.119940;1.119990;0
20220301 002400;1.119980;1.120110;1.119980;1.120110;0
20220301 002500;1.120100;1.120120;1.120080;1.120090;0
20220301 002600;1.120080;1.120130;1.120050;1.120050;0
20220301 002700;1.120050;1.120110;1.120050;1.120110;0
20220301 002800;1.120110;1.120150;1.119990;1.119990;0
20220301 002900;1.119960;1.120010;1.119950;1.120010;0
20220301 003000;1.119980;1.120080;1.119980;1.120030;0
20220301 003100;1.120040;1.120060;1.120040;1.120040;0
20220301 003200;1.120030;1.120120;1.120010;1.120110;0
20220301 003300;1.120110;1.120110;1.120060;1.120070;0
20220301 003400;1.120040;1.120090;1.120000;1.120090;0
20220301 003500;1.120070;1.120080;1.120050;1.120080;0
20220301 003600;1.120090;1.120090;1.119880;1.119910;0
20220301 003700;1.119910;1.119930;1.119730;1.119730;0
20220301 003800;1.119740;1.119740;1.119650;1.119700;0
20220301 003900;1.119700;1.119700;1.119620;1.119620;0
20220301 004000;1.119640;1.119650;1.119590;1.119590;0
20220301 004100;1.119560;1.119560;1.119460;1.119460;0
20220301 004200;1.119450;1.119450;1.119380;1.119420;0
20220301 004300;1.119440;1.119460;1.119380;1.119450;0
20220301 004400;1.119460;1.119550;1.119440;1.119540;0
20220301 004500;1.119560;1.119610;1.119540;1.119550;0
20220301 004600;1.119560;1.119660;1.119560;1.119640;0
20220301 004700;1.119630;1.119670;1.119620;1.119620;0
20220301 004800;1.119610;1.119630;1.119580;1.119580;0
20220301 004900;1.119580;1.119650;1.119500;1.119620;0
20220301 005000;1.119630;1.119640;1.119620;1.119630;0
20220301 005100;1.119640;1.119640;1.119620;1.119640;0
20220301 005200;1.119680;1.119760;1.119670;1.119750;0
20220301 005300;1.119740;1.119750;1.119720;1.119750;0
20220301 005400;1.119740;1.119880;1.119740;1.119870;0
20220301 005500;1.119880;1.119910;1.119880;1.119910;0
20220301 005600;1.119920;1.119930;1.119900;1.119900;0
20220301 005700;1.119890;1.119910;1.119800;1.119810;0
20220301 005800;1.119800;1.119840;1.119770;1.119770;0
20220301 005900;1.119770;1.119780;1.119600;1.119600;0
20220301 010000;1.119600;1.119650;1.119600;1.119600;0
20220301 010100;1.119600;1.119720;1.119520;1.119720;0
20220301 010200;1.119740;1.119790;1.119740;1.119770;0
20220301 010300;1.119760;1.119770;1.119610;1.119680;0
20220301 010400;1.119650;1.119740;1.119640;1.119720;0
20220301 010500;1.119750;1.119770;1.119600;1.119600;0
20220301 010600;1.119610;1.119620;1.119530;1.119620;0
20220301 010700;1.119620;1.119660;1.119590;1.119590;0
20220301 010800;1.119580;1.119590;1.119520;1.119580;0
20220301 010900;1.119590;1.119600;1.119520;1.119600;0
20220301 011000;1.119620;1.119710;1.119590;1.119660;0
20220301 011100;1.119660;1.119690;1.119600;1.119600;0
20220301 011200;1.119590;1.119620;1.119540;1.119540;0
20220301 011300;1.119530;1.119570;1.119520;1.119530;0
20220301 011400;1.119540;1.119590;1.119540;1.119580;0
20220301 011500;1.119580;1.119610;1.119550;1.119580;0
20220301 011600;1.119590;1.119700;1.119560;1.119620;0
20220301 011700;1.119620;1.119620;1.119500;1.119550;0
20220301 011800;1.119540;1.119560;1.119500;1.119550;0
20220301 011900;1.119560;1.119670;1.119550;1.119590;0
20220301 012000;1.119580;1.119600;1.119540;1.119590;0
20220301 012100;1.119580;1.119590;1.119450;1.119470;0
20220301 012200;1.119500;1.119500;1.119470;1.119490;0
