20220201 000000;1.124300;1.124390;1.124260;1.124390;0
20220201 000100;1.124380;1.124380;1.124240;1.124310;0
20220201 000200;1.124310;1.124350;1.124300;1.124300;0
20220201 000300;1.124310;1.124410;1.124310;1.124390;0
20220201 000400;1.124400;1.124430;1.124370;1.124370;0
20220201 000500;1.124360;1.124380;1.124350;1.124360;0
20220201 000600;1.124350;1.124360;1.124260;1.124290;0
20220201 000700;1.124270;1.124280;1.124160;1.124160;0
20220201 000800;1.124150;1.124160;1.124120;1.124160;0
20220201 000900;1.124150;1.124170;1.124150;1.124150;0
20220201 001000;1.124150;1.124160;1.124140;1.124150;0
20220201 001100;1.124160;1.124210;1.124150;1.124190;0
20220201 001200;1.124180;1.124190;1.124150;1.124180;0
20220201 001300;1.124190;1.124210;1.124190;1.124190;0
20220201 001400;1.124200;1.124300;1.124200;1.124290;0
20220201 001500;1.124290;1.124350;1.124290;1.124310;0
20220201 001600;1.124300;1.124350;1.124300;1.124330;0
20220201 001700;1.124340;1.124340;1.124300;1.124300;0
20220201 001800;1.124290;1.124300;1.124250;1.124250;0
20220201 001900;1.124250;1.124270;1.124230;1.124240;0
20220201 002000;1.124240;1.124240;1.124220;1.124230;0
20220201 002100;1.124220;1.124220;1.124180;1.124190;0
20220201 002200;1.124180;1.124180;1.124180;1.124180;0
20220201 002300;1.124190;1.124240;1.124190;1.124240;0
20220201 002400;1.124240;1.124300;1.124240;1.124280;0
20220201 002500;1.124290;1.124350;1.124290;1.124350;0
20220201 002600;1.124330;1.124350;1.124330;1.124330;0
20220201 002700;1.124320;1.124410;1.124320;1.124410;0
20220201 002800;1.124410;1.124410;1.124330;1.124340;0
20220201 002900;1.124350;1.124360;1.124350;1.124350;0
20220201 003000;1.124340;1.124380;1.124340;1.124360;0
20220201 003100;1.124370;1.124390;1.124370;1.124390;0
20220201 003200;1.124410;1.124440;1.124380;1.124390;0
20220201 003300;1.124370;1.124390;1.124370;1.124390;0
20220201 003400;1.124400;1.124450;1.124400;1.124450;0
20220201 003500;1.124480;1.124510;1.124300;1.124310;0
20220201 003600;1.124300;1.124300;1.124240;1.124240;0
20220201 003700;1.124240;1.124240;1.124170;1.124190;0
20220201 003800;1.124170;1.124220;1.124170;1.124220;0
20220201 003900;1.124220;1.124220;1.124170;1.124180;0
20220201 004000;1.124170;1.124230;1.124130;1.124220;0
20220201 004100;1.124240;1.124270;1.124240;1.124260;0
20220201 004200;1.124250;1.124320;1.124240;1.124320;0
20220201 004300;1.124300;1.124300;1.124240;1.124250;0
20220201 004400;1.124270;1.124270;1.124250;1.124250;0
20220201 004500;1.124240;1.124270;1.124230;1.124270;0
20220201 004600;1.124280;1.124340;1.124270;1.124330;0
20220201 004700;1.124340;1.124340;1.124300;1.124340;0
20220201 004800;1.124330;1.124330;1.124290;1.124320;0
20220201 004900;1.124330;1.124340;1.124330;1.124330;0
20220201 005000;1.124330;1.124490;1.124330;1.124490;0
20220201 005100;1.124490;1.124490;1.124390;1.124420;0
20220201 005200;1.124420;1.124420;1.124340;1.124380;0
20220201 005300;1.124380;1.124390;1.124330;1.124330;0
20220201 005400;1.124330;1.124440;1.124330;1.124430;0
20220201 005500;1.124410;1.124410;1.124190;1.124200;0
20220201 005600;1.124190;1.124220;1.124040;1.124080;0
20220201 005700;1.124050;1.124050;1.123950;1.124040;0
20220201 005800;1.124020;1.124080;1.123990;1.124000;0
20220201 005900;1.124010;1.124040;1.123970;1.124020;0
20220201 010000;1.124010;1.124180;1.124000;1.124160;0
20220201 010100;1.124170;1.124230;1.124170;1.124190;0
20220201 010200;1.124170;1.124180;1.124080;1.124100;0
20220201 010300;1.124100;1.124170;1.124100;1.124110;0
20220201 010400;1.124100;1.124100;1.124050;1.124060;0
20220201 010500;1.124050;1.124050;1.123960;1.123990;0
20220201 010600;1.123990;1.123990;1.123890;1.123930;0
20220201 010700;1.123920;1.124080;1.123920;1.124070;0
20220201 010800;1.124080;1.124130;1.124040;1.124130;0
20220201 010900;1.124110;1.124110;1.124020;1.124030;0
20220201 011000;1.124010;1.124070;1.124000;1.124020;0
20220201 011100;1.124020;1.124030;1.124000;1.124000;0
20220201 011200;1.124020;1.124030;1.123880;1.123880;0
20220201 011300;1.123890;1.123940;1.123890;1.123920;0
20220201 011400;1.123900;1.123940;1.123880;1.123890;0
20220201 011500;1.123900;1.123940;1.123850;1.123870;0
20220201 011600;1.123850;1.123890;1.123790;1.123840;0
20220201 011700;1.123830;1.123840;1.123740;1.123780;0
20220201 011800;1.123760;1.123780;1.123760;1.123780;0
20220201 011900;1.123820;1.123870;1.123770;1.123870;0
